:Data_list: 20150325_Gp_mag_1m.txt
:Created: 2015 Mar 26 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 25  0455   57106  17700     5.48e+01    5.47e+01   -2.29e-01    7.75e+01
2015 03 25  0456   57106  17760     5.45e+01    5.52e+01   -5.77e-01    7.76e+01
2015 03 25  0457   57106  17820     5.42e+01    5.55e+01   -3.95e-01    7.76e+01
2015 03 25  0458   57106  17880     5.38e+01    5.52e+01   -2.18e-01    7.71e+01
2015 03 25  0459   57106  17940     5.36e+01    5.50e+01   -4.33e-01    7.68e+01
2015 03 25  0500   57106  18000     5.32e+01    5.49e+01   -7.61e-01    7.65e+01
2015 03 25  0501   57106  18060     5.34e+01    5.59e+01   -1.07e+00    7.73e+01
2015 03 25  0502   57106  18120     5.38e+01    5.66e+01   -1.43e+00    7.81e+01
2015 03 25  0503   57106  18180     5.44e+01    5.73e+01   -2.08e+00    7.91e+01
2015 03 25  0504   57106  18240     5.45e+01    5.70e+01   -2.72e+00    7.89e+01
2015 03 25  0505   57106  18300     5.44e+01    5.73e+01   -2.49e+00    7.90e+01
2015 03 25  0506   57106  18360     5.44e+01    5.77e+01   -2.16e+00    7.93e+01
2015 03 25  0507   57106  18420     5.45e+01    5.84e+01   -2.27e+00    7.99e+01
2015 03 25  0508   57106  18480     5.43e+01    5.86e+01   -2.38e+00    8.00e+01
2015 03 25  0509   57106  18540     5.40e+01    5.85e+01   -2.36e+00    7.97e+01
2015 03 25  0510   57106  18600     5.39e+01    5.83e+01   -2.56e+00    7.95e+01
2015 03 25  0511   57106  18660     5.45e+01    5.87e+01   -2.46e+00    8.01e+01
2015 03 25  0512   57106  18720     5.53e+01    5.92e+01   -2.66e+00    8.11e+01
2015 03 25  0513   57106  18780     5.53e+01    5.93e+01   -2.89e+00    8.11e+01
2015 03 25  0514   57106  18840     5.52e+01    5.92e+01   -2.79e+00    8.10e+01
2015 03 25  0515   57106  18900     5.54e+01    5.91e+01   -2.81e+00    8.10e+01
2015 03 25  0516   57106  18960     5.59e+01    5.87e+01   -3.04e+00    8.11e+01
2015 03 25  0517   57106  19020     5.64e+01    5.83e+01   -3.02e+00    8.12e+01
2015 03 25  0518   57106  19080     5.71e+01    5.82e+01   -3.38e+00    8.16e+01
2015 03 25  0519   57106  19140     5.75e+01    5.82e+01   -3.43e+00    8.19e+01
2015 03 25  0520   57106  19200     5.79e+01    5.81e+01   -3.46e+00    8.21e+01
2015 03 25  0521   57106  19260     5.81e+01    5.79e+01   -3.10e+00    8.21e+01
2015 03 25  0522   57106  19320     5.83e+01    5.77e+01   -2.90e+00    8.21e+01
2015 03 25  0523   57106  19380     5.81e+01    5.77e+01   -3.32e+00    8.20e+01
2015 03 25  0524   57106  19440     5.80e+01    5.79e+01   -3.90e+00    8.20e+01
2015 03 25  0525   57106  19500     5.82e+01    5.82e+01   -3.59e+00    8.24e+01
2015 03 25  0526   57106  19560     5.82e+01    5.87e+01   -2.92e+00    8.28e+01
2015 03 25  0527   57106  19620     5.78e+01    5.86e+01   -3.48e+00    8.24e+01
2015 03 25  0528   57106  19680     5.73e+01    5.88e+01   -2.50e+00    8.21e+01
2015 03 25  0529   57106  19740     5.70e+01    5.87e+01   -2.60e+00    8.19e+01
2015 03 25  0530   57106  19800     5.70e+01    5.87e+01   -2.24e+00    8.18e+01
2015 03 25  0531   57106  19860     5.68e+01    5.86e+01   -1.76e+00    8.16e+01
2015 03 25  0532   57106  19920     5.63e+01    5.82e+01   -1.76e+00    8.11e+01
2015 03 25  0533   57106  19980     5.65e+01    5.83e+01   -1.53e+00    8.12e+01
2015 03 25  0534   57106  20040     5.63e+01    5.85e+01   -2.06e+00    8.12e+01
2015 03 25  0535   57106  20100     5.63e+01    5.83e+01   -2.20e+00    8.11e+01
2015 03 25  0536   57106  20160     5.65e+01    5.83e+01   -2.37e+00    8.12e+01
2015 03 25  0537   57106  20220     5.68e+01    5.83e+01   -2.36e+00    8.14e+01
2015 03 25  0538   57106  20280     5.67e+01    5.82e+01   -2.37e+00    8.13e+01
2015 03 25  0539   57106  20340     5.64e+01    5.82e+01   -1.70e+00    8.10e+01
2015 03 25  0540   57106  20400     5.62e+01    5.81e+01   -1.73e+00    8.09e+01
2015 03 25  0541   57106  20460     5.63e+01    5.81e+01   -1.38e+00    8.09e+01
2015 03 25  0542   57106  20520     5.64e+01    5.84e+01   -1.34e+00    8.12e+01
2015 03 25  0543   57106  20580     5.66e+01    5.85e+01   -8.41e-01    8.14e+01
2015 03 25  0544   57106  20640     5.67e+01    5.87e+01   -6.05e-01    8.16e+01
2015 03 25  0545   57106  20700     5.67e+01    5.88e+01   -5.85e-01    8.17e+01
2015 03 25  0546   57106  20760     5.72e+01    5.90e+01   -6.63e-01    8.22e+01
2015 03 25  0547   57106  20820     5.73e+01    5.88e+01   -8.35e-01    8.21e+01
2015 03 25  0548   57106  20880     5.71e+01    5.86e+01   -6.85e-01    8.18e+01
2015 03 25  0549   57106  20940     5.69e+01    5.82e+01   -7.41e-01    8.14e+01
2015 03 25  0550   57106  21000     5.71e+01    5.80e+01   -7.82e-01    8.14e+01
2015 03 25  0551   57106  21060     5.76e+01    5.79e+01   -1.21e+00    8.17e+01
2015 03 25  0552   57106  21120     5.76e+01    5.77e+01   -1.38e+00    8.15e+01
2015 03 25  0553   57106  21180     5.72e+01    5.71e+01   -1.35e+00    8.08e+01
2015 03 25  0554   57106  21240     5.73e+01    5.68e+01   -1.26e+00    8.07e+01
2015 03 25  0555   57106  21300     5.76e+01    5.69e+01   -1.11e+00    8.10e+01
2015 03 25  0556   57106  21360     5.75e+01    5.71e+01   -9.29e-01    8.11e+01
2015 03 25  0557   57106  21420     5.73e+01    5.78e+01   -5.52e-01    8.14e+01
2015 03 25  0558   57106  21480     5.72e+01    5.84e+01   -4.24e-01    8.18e+01
2015 03 25  0559   57106  21540     5.71e+01    5.87e+01   -7.27e-01    8.19e+01
2015 03 25  0600   57106  21600     5.69e+01    5.88e+01   -1.14e+00    8.19e+01
2015 03 25  0601   57106  21660     5.70e+01    5.92e+01   -9.16e-01    8.22e+01
2015 03 25  0602   57106  21720     5.72e+01    5.99e+01   -8.08e-01    8.28e+01
2015 03 25  0603   57106  21780     5.71e+01    6.03e+01   -8.58e-01    8.30e+01
2015 03 25  0604   57106  21840     5.72e+01    6.08e+01   -8.54e-01    8.35e+01
2015 03 25  0605   57106  21900     5.69e+01    6.06e+01   -8.93e-01    8.31e+01
2015 03 25  0606   57106  21960     5.65e+01    6.02e+01   -1.25e+00    8.26e+01
2015 03 25  0607   57106  22020     5.62e+01    5.95e+01   -1.45e+00    8.19e+01
2015 03 25  0608   57106  22080     5.53e+01    5.87e+01   -4.60e+00    8.08e+01
2015 03 25  0609   57106  22140     5.44e+01    5.80e+01   -9.63e+00    8.01e+01
2015 03 25  0610   57106  22200     5.47e+01    5.49e+01   -8.47e+00    7.80e+01
2015 03 25  0611   57106  22260     5.54e+01    5.55e+01   -7.46e+00    7.88e+01
2015 03 25  0612   57106  22320     5.62e+01    5.50e+01   -9.43e+00    7.92e+01
2015 03 25  0613   57106  22380     5.71e+01    5.58e+01   -9.02e+00    8.03e+01
2015 03 25  0614   57106  22440     5.78e+01    5.60e+01   -1.05e+01    8.11e+01
2015 03 25  0615   57106  22500     5.93e+01    5.56e+01   -7.06e+00    8.16e+01
2015 03 25  0616   57106  22560     5.93e+01    5.56e+01   -9.51e+00    8.18e+01
2015 03 25  0617   57106  22620     6.12e+01    5.62e+01   -7.60e+00    8.34e+01
2015 03 25  0618   57106  22680     6.11e+01    5.53e+01   -1.06e+01    8.31e+01
2015 03 25  0619   57106  22740     6.24e+01    5.59e+01   -9.58e+00    8.43e+01
2015 03 25  0620   57106  22800     6.27e+01    5.64e+01   -9.39e+00    8.48e+01
2015 03 25  0621   57106  22860     6.36e+01    5.53e+01   -9.83e+00    8.49e+01
2015 03 25  0622   57106  22920     6.58e+01    5.55e+01   -9.38e+00    8.66e+01
2015 03 25  0623   57106  22980     6.68e+01    5.55e+01   -8.69e+00    8.73e+01
2015 03 25  0624   57106  23040     6.75e+01    5.50e+01   -8.33e+00    8.74e+01
2015 03 25  0625   57106  23100     6.84e+01    5.53e+01   -7.15e+00    8.83e+01
2015 03 25  0626   57106  23160     6.84e+01    5.38e+01   -6.80e+00    8.73e+01
2015 03 25  0627   57106  23220     6.95e+01    5.38e+01   -6.01e+00    8.80e+01
2015 03 25  0628   57106  23280     7.01e+01    5.39e+01   -5.06e+00    8.86e+01
2015 03 25  0629   57106  23340     7.01e+01    5.37e+01   -4.81e+00    8.84e+01
2015 03 25  0630   57106  23400     7.03e+01    5.37e+01   -3.89e+00    8.86e+01
2015 03 25  0631   57106  23460     7.06e+01    5.38e+01   -4.08e+00    8.89e+01
2015 03 25  0632   57106  23520     7.08e+01    5.40e+01   -3.47e+00    8.91e+01
2015 03 25  0633   57106  23580     7.10e+01    5.41e+01   -3.18e+00    8.93e+01
2015 03 25  0634   57106  23640     7.09e+01    5.38e+01   -2.90e+00    8.91e+01
2015 03 25  0635   57106  23700     7.09e+01    5.37e+01   -2.58e+00    8.90e+01
2015 03 25  0636   57106  23760     7.12e+01    5.37e+01   -2.44e+00    8.92e+01
2015 03 25  0637   57106  23820     7.11e+01    5.36e+01   -2.27e+00    8.91e+01
2015 03 25  0638   57106  23880     7.14e+01    5.33e+01   -2.21e+00    8.91e+01
2015 03 25  0639   57106  23940     7.19e+01    5.32e+01   -2.43e+00    8.95e+01
2015 03 25  0640   57106  24000     7.24e+01    5.30e+01   -2.76e+00    8.98e+01
2015 03 25  0641   57106  24060     7.27e+01    5.27e+01   -2.44e+00    8.98e+01
2015 03 25  0642   57106  24120     7.35e+01    5.17e+01   -3.09e+00    8.99e+01
2015 03 25  0643   57106  24180     7.36e+01    5.16e+01   -2.77e+00    8.99e+01
2015 03 25  0644   57106  24240     7.47e+01    5.09e+01   -3.24e+00    9.05e+01
2015 03 25  0645   57106  24300     7.51e+01    5.10e+01   -3.19e+00    9.08e+01
2015 03 25  0646   57106  24360     7.55e+01    5.12e+01   -3.16e+00    9.12e+01
2015 03 25  0647   57106  24420     7.57e+01    5.15e+01   -3.20e+00    9.16e+01
2015 03 25  0648   57106  24480     7.59e+01    5.14e+01   -3.00e+00    9.17e+01
2015 03 25  0649   57106  24540     7.59e+01    5.16e+01   -2.78e+00    9.18e+01
2015 03 25  0650   57106  24600     7.56e+01    5.17e+01   -2.63e+00    9.16e+01
2015 03 25  0651   57106  24660     7.56e+01    5.18e+01   -2.66e+00    9.17e+01
2015 03 25  0652   57106  24720     7.52e+01    5.23e+01   -2.10e+00    9.16e+01
2015 03 25  0653   57106  24780     7.51e+01    5.22e+01   -2.34e+00    9.15e+01
2015 03 25  0654   57106  24840     7.48e+01    5.26e+01   -1.58e+00    9.15e+01
2015 03 25  0655   57106  24900     7.48e+01    5.27e+01   -1.90e+00    9.15e+01
2015 03 25  0656   57106  24960     7.45e+01    5.30e+01   -1.57e+00    9.15e+01
2015 03 25  0657   57106  25020     7.43e+01    5.31e+01   -1.74e+00    9.14e+01
2015 03 25  0658   57106  25080     7.45e+01    5.35e+01   -1.60e+00    9.17e+01
2015 03 25  0659   57106  25140     7.47e+01    5.39e+01   -1.66e+00    9.21e+01
2015 03 25  0700   57106  25200     7.49e+01    5.40e+01   -1.40e+00    9.23e+01
2015 03 25  0701   57106  25260     7.49e+01    5.40e+01   -1.34e+00    9.23e+01
2015 03 25  0702   57106  25320     7.50e+01    5.41e+01   -1.69e+00    9.25e+01
2015 03 25  0703   57106  25380     7.52e+01    5.40e+01   -1.53e+00    9.27e+01
2015 03 25  0704   57106  25440     7.54e+01    5.38e+01   -1.66e+00    9.26e+01
2015 03 25  0705   57106  25500     7.56e+01    5.35e+01   -1.43e+00    9.26e+01
2015 03 25  0706   57106  25560     7.57e+01    5.36e+01   -1.38e+00    9.28e+01
2015 03 25  0707   57106  25620     7.57e+01    5.35e+01   -1.42e+00    9.27e+01
2015 03 25  0708   57106  25680     7.57e+01    5.36e+01   -1.21e+00    9.27e+01
2015 03 25  0709   57106  25740     7.58e+01    5.36e+01   -1.22e+00    9.28e+01
2015 03 25  0710   57106  25800     7.56e+01    5.39e+01   -1.29e+00    9.29e+01
2015 03 25  0711   57106  25860     7.58e+01    5.36e+01   -1.20e+00    9.28e+01
2015 03 25  0712   57106  25920     7.64e+01    5.39e+01   -1.32e+00    9.34e+01
2015 03 25  0713   57106  25980     7.64e+01    5.36e+01   -9.31e-01    9.34e+01
2015 03 25  0714   57106  26040     7.66e+01    5.37e+01   -9.53e-01    9.36e+01
2015 03 25  0715   57106  26100     7.68e+01    5.36e+01   -7.39e-01    9.36e+01
2015 03 25  0716   57106  26160     7.69e+01    5.36e+01   -7.66e-01    9.38e+01
2015 03 25  0717   57106  26220     7.69e+01    5.38e+01   -8.10e-01    9.39e+01
2015 03 25  0718   57106  26280     7.68e+01    5.39e+01   -9.33e-01    9.38e+01
2015 03 25  0719   57106  26340     7.66e+01    5.42e+01   -8.52e-01    9.39e+01
2015 03 25  0720   57106  26400     7.68e+01    5.42e+01   -9.15e-01    9.41e+01
2015 03 25  0721   57106  26460     7.73e+01    5.43e+01   -7.19e-01    9.44e+01
2015 03 25  0722   57106  26520     7.76e+01    5.43e+01   -6.08e-01    9.47e+01
2015 03 25  0723   57106  26580     7.81e+01    5.38e+01   -5.25e-02    9.48e+01
2015 03 25  0724   57106  26640     7.79e+01    5.40e+01   -1.88e-01    9.48e+01
2015 03 25  0725   57106  26700     7.80e+01    5.36e+01    9.21e-02    9.47e+01
2015 03 25  0726   57106  26760     7.81e+01    5.38e+01   -1.32e-01    9.49e+01
2015 03 25  0727   57106  26820     7.88e+01    5.38e+01    7.46e-02    9.54e+01
2015 03 25  0728   57106  26880     7.89e+01    5.42e+01   -2.58e-01    9.57e+01
2015 03 25  0729   57106  26940     7.93e+01    5.40e+01   -3.68e-02    9.59e+01
2015 03 25  0730   57106  27000     7.95e+01    5.41e+01   -1.99e-01    9.61e+01
2015 03 25  0731   57106  27060     7.98e+01    5.40e+01   -7.73e-02    9.63e+01
2015 03 25  0732   57106  27120     7.98e+01    5.37e+01   -3.76e-02    9.62e+01
2015 03 25  0733   57106  27180     7.99e+01    5.36e+01   -4.59e-02    9.62e+01
2015 03 25  0734   57106  27240     7.99e+01    5.32e+01   -6.03e-02    9.60e+01
2015 03 25  0735   57106  27300     8.00e+01    5.29e+01   -2.37e-01    9.59e+01
2015 03 25  0736   57106  27360     8.01e+01    5.27e+01   -1.44e-01    9.59e+01
2015 03 25  0737   57106  27420     8.04e+01    5.29e+01   -3.33e-02    9.62e+01
2015 03 25  0738   57106  27480     8.08e+01    5.25e+01   -1.51e-01    9.64e+01
2015 03 25  0739   57106  27540     8.08e+01    5.25e+01   -4.12e-01    9.63e+01
2015 03 25  0740   57106  27600     8.10e+01    5.26e+01   -1.97e-01    9.66e+01
2015 03 25  0741   57106  27660     8.13e+01    5.24e+01   -8.69e-01    9.67e+01
2015 03 25  0742   57106  27720     8.13e+01    5.22e+01   -4.68e-01    9.66e+01
2015 03 25  0743   57106  27780     8.15e+01    5.26e+01   -2.37e-01    9.69e+01
2015 03 25  0744   57106  27840     8.21e+01    5.22e+01    2.96e-02    9.73e+01
2015 03 25  0745   57106  27900     8.25e+01    5.24e+01   -2.01e-01    9.77e+01
2015 03 25  0746   57106  27960     8.23e+01    5.26e+01   -3.01e-01    9.77e+01
2015 03 25  0747   57106  28020     8.20e+01    5.27e+01   -4.56e-01    9.75e+01
2015 03 25  0748   57106  28080     8.21e+01    5.30e+01   -1.09e-01    9.77e+01
2015 03 25  0749   57106  28140     8.28e+01    5.24e+01    3.49e-02    9.80e+01
2015 03 25  0750   57106  28200     8.31e+01    5.22e+01    1.64e-01    9.81e+01
2015 03 25  0751   57106  28260     8.22e+01    5.26e+01   -2.21e-01    9.76e+01
2015 03 25  0752   57106  28320     8.20e+01    5.23e+01   -1.26e-02    9.72e+01
2015 03 25  0753   57106  28380     8.21e+01    5.20e+01   -7.56e-02    9.72e+01
2015 03 25  0754   57106  28440     8.15e+01    5.26e+01   -1.26e-01    9.70e+01
2015 03 25  0755   57106  28500     8.15e+01    5.32e+01   -3.74e-02    9.73e+01
2015 03 25  0756   57106  28560     8.19e+01    5.27e+01    4.66e-01    9.74e+01
2015 03 25  0757   57106  28620     8.17e+01    5.30e+01    1.55e-01    9.74e+01
2015 03 25  0758   57106  28680     8.13e+01    5.31e+01    2.59e-01    9.71e+01
2015 03 25  0759   57106  28740     8.11e+01    5.31e+01   -1.33e-01    9.69e+01
2015 03 25  0800   57106  28800     8.18e+01    5.27e+01    2.89e-01    9.73e+01
2015 03 25  0801   57106  28860     8.16e+01    5.32e+01    2.28e-01    9.74e+01
2015 03 25  0802   57106  28920     8.11e+01    5.33e+01    1.56e-01    9.70e+01
2015 03 25  0803   57106  28980     8.07e+01    5.33e+01   -8.21e-02    9.67e+01
2015 03 25  0804   57106  29040     8.05e+01    5.36e+01   -2.57e-01    9.67e+01
2015 03 25  0805   57106  29100     8.02e+01    5.33e+01   -1.49e-01    9.63e+01
2015 03 25  0806   57106  29160     8.08e+01    5.36e+01   -3.13e-01    9.70e+01
2015 03 25  0807   57106  29220     8.10e+01    5.32e+01   -2.21e-01    9.69e+01
2015 03 25  0808   57106  29280     8.09e+01    5.30e+01   -2.21e-01    9.67e+01
2015 03 25  0809   57106  29340     8.07e+01    5.31e+01   -4.38e-01    9.66e+01
2015 03 25  0810   57106  29400     8.07e+01    5.27e+01   -4.44e-02    9.64e+01
2015 03 25  0811   57106  29460     8.07e+01    5.27e+01   -5.14e-03    9.64e+01
2015 03 25  0812   57106  29520     8.11e+01    5.27e+01    1.50e-01    9.67e+01
2015 03 25  0813   57106  29580     8.15e+01    5.23e+01    1.36e-01    9.68e+01
2015 03 25  0814   57106  29640     8.16e+01    5.20e+01    2.93e-01    9.67e+01
2015 03 25  0815   57106  29700     8.14e+01    5.19e+01   -5.64e-02    9.65e+01
2015 03 25  0816   57106  29760     8.15e+01    5.18e+01    2.82e-01    9.66e+01
2015 03 25  0817   57106  29820     8.14e+01    5.15e+01    2.54e-01    9.63e+01
2015 03 25  0818   57106  29880     8.16e+01    5.17e+01    2.03e-01    9.66e+01
2015 03 25  0819   57106  29940     8.23e+01    5.13e+01    4.48e-01    9.70e+01
2015 03 25  0820   57106  30000     8.16e+01    5.17e+01   -2.39e-01    9.66e+01
2015 03 25  0821   57106  30060     8.18e+01    5.17e+01    3.46e-01    9.68e+01
2015 03 25  0822   57106  30120     8.24e+01    5.17e+01    5.43e-01    9.73e+01
2015 03 25  0823   57106  30180     8.31e+01    5.13e+01    3.94e-01    9.77e+01
2015 03 25  0824   57106  30240     8.31e+01    5.15e+01    1.85e-01    9.78e+01
2015 03 25  0825   57106  30300     8.29e+01    5.18e+01    2.04e-01    9.78e+01
2015 03 25  0826   57106  30360     8.29e+01    5.12e+01    6.39e-01    9.74e+01
2015 03 25  0827   57106  30420     8.31e+01    5.09e+01    7.11e-01    9.74e+01
2015 03 25  0828   57106  30480     8.31e+01    5.10e+01    6.88e-01    9.75e+01
2015 03 25  0829   57106  30540     8.30e+01    5.13e+01    6.03e-01    9.75e+01
2015 03 25  0830   57106  30600     8.34e+01    5.11e+01    2.65e-01    9.78e+01
2015 03 25  0831   57106  30660     8.31e+01    5.13e+01    2.00e-01    9.77e+01
2015 03 25  0832   57106  30720     8.27e+01    5.18e+01   -5.27e-02    9.76e+01
2015 03 25  0833   57106  30780     8.33e+01    5.14e+01    5.43e-01    9.78e+01
2015 03 25  0834   57106  30840     8.29e+01    5.13e+01   -4.82e-02    9.75e+01
2015 03 25  0835   57106  30900     8.28e+01    5.14e+01   -3.76e-01    9.74e+01
2015 03 25  0836   57106  30960     8.32e+01    5.14e+01   -1.72e-01    9.78e+01
2015 03 25  0837   57106  31020     8.32e+01    5.14e+01    4.39e-02    9.79e+01
2015 03 25  0838   57106  31080     8.34e+01    5.14e+01   -1.26e-02    9.79e+01
2015 03 25  0839   57106  31140     8.33e+01    5.13e+01   -1.32e-02    9.78e+01
2015 03 25  0840   57106  31200     8.32e+01    5.12e+01   -1.22e-01    9.77e+01
2015 03 25  0841   57106  31260     8.30e+01    5.10e+01   -2.90e-02    9.74e+01
2015 03 25  0842   57106  31320     8.31e+01    5.08e+01   -1.17e-01    9.74e+01
2015 03 25  0843   57106  31380     8.34e+01    5.04e+01   -5.01e-01    9.75e+01
2015 03 25  0844   57106  31440     8.33e+01    5.05e+01   -5.17e-01    9.74e+01
2015 03 25  0845   57106  31500     8.32e+01    5.04e+01   -1.70e-01    9.72e+01
2015 03 25  0846   57106  31560     8.36e+01    4.97e+01   -3.98e-01    9.72e+01
2015 03 25  0847   57106  31620     8.37e+01    4.97e+01   -3.70e-01    9.73e+01
2015 03 25  0848   57106  31680     8.36e+01    4.99e+01   -3.36e-01    9.74e+01
2015 03 25  0849   57106  31740     8.36e+01    4.99e+01   -3.22e-01    9.74e+01
2015 03 25  0850   57106  31800     8.35e+01    4.99e+01   -4.02e-01    9.73e+01
2015 03 25  0851   57106  31860     8.37e+01    5.00e+01   -4.01e-01    9.74e+01
2015 03 25  0852   57106  31920     8.37e+01    5.00e+01   -3.50e-01    9.75e+01
2015 03 25  0853   57106  31980     8.37e+01    5.01e+01   -5.00e-01    9.75e+01
2015 03 25  0854   57106  32040     8.38e+01    5.01e+01   -3.55e-01    9.76e+01
2015 03 25  0855   57106  32100     8.38e+01    5.05e+01   -6.15e-01    9.78e+01
2015 03 25  0856   57106  32160     8.38e+01    5.08e+01   -5.17e-01    9.80e+01
2015 03 25  0857   57106  32220     8.39e+01    5.10e+01   -1.91e-01    9.82e+01
2015 03 25  0858   57106  32280     8.39e+01    5.06e+01   -4.11e-01    9.80e+01
2015 03 25  0859   57106  32340     8.42e+01    5.05e+01   -5.84e-01    9.82e+01
2015 03 25  0900   57106  32400     8.44e+01    5.04e+01   -2.94e-01    9.83e+01
2015 03 25  0901   57106  32460     8.44e+01    5.05e+01   -4.71e-01    9.83e+01
2015 03 25  0902   57106  32520     8.42e+01    5.04e+01   -2.24e-01    9.81e+01
2015 03 25  0903   57106  32580     8.42e+01    5.01e+01   -1.83e-01    9.80e+01
2015 03 25  0904   57106  32640     8.42e+01    4.98e+01   -5.73e-01    9.78e+01
2015 03 25  0905   57106  32700     8.37e+01    5.00e+01   -6.55e-01    9.75e+01
2015 03 25  0906   57106  32760     8.36e+01    5.04e+01   -6.28e-01    9.76e+01
2015 03 25  0907   57106  32820     8.37e+01    5.04e+01   -6.45e-01    9.77e+01
2015 03 25  0908   57106  32880     8.38e+01    5.09e+01   -7.71e-01    9.81e+01
2015 03 25  0909   57106  32940     8.39e+01    5.13e+01   -7.13e-01    9.83e+01
2015 03 25  0910   57106  33000     8.42e+01    5.14e+01   -1.03e+00    9.86e+01
2015 03 25  0911   57106  33060     8.42e+01    5.17e+01   -8.48e-01    9.88e+01
2015 03 25  0912   57106  33120     8.43e+01    5.19e+01   -1.38e+00    9.90e+01
2015 03 25  0913   57106  33180     8.46e+01    5.25e+01   -7.63e-01    9.96e+01
2015 03 25  0914   57106  33240     8.52e+01    5.28e+01   -8.36e-01    1.00e+02
2015 03 25  0915   57106  33300     8.54e+01    5.31e+01   -7.21e-01    1.01e+02
2015 03 25  0916   57106  33360     8.53e+01    5.31e+01   -1.07e+00    1.01e+02
2015 03 25  0917   57106  33420     8.52e+01    5.34e+01   -1.06e+00    1.01e+02
2015 03 25  0918   57106  33480     8.54e+01    5.37e+01   -5.68e-01    1.01e+02
2015 03 25  0919   57106  33540     8.56e+01    5.36e+01   -5.26e-01    1.01e+02
2015 03 25  0920   57106  33600     8.56e+01    5.37e+01   -3.00e-01    1.01e+02
2015 03 25  0921   57106  33660     8.54e+01    5.37e+01   -2.00e-01    1.01e+02
2015 03 25  0922   57106  33720     8.54e+01    5.37e+01    4.34e-02    1.01e+02
2015 03 25  0923   57106  33780     8.54e+01    5.36e+01    3.46e-01    1.01e+02
2015 03 25  0924   57106  33840     8.57e+01    5.34e+01    6.25e-01    1.01e+02
2015 03 25  0925   57106  33900     8.61e+01    5.29e+01    8.47e-01    1.01e+02
2015 03 25  0926   57106  33960     8.59e+01    5.27e+01    6.27e-01    1.01e+02
2015 03 25  0927   57106  34020     8.53e+01    5.29e+01    4.73e-01    1.00e+02
2015 03 25  0928   57106  34080     8.51e+01    5.27e+01    4.04e-01    1.00e+02
2015 03 25  0929   57106  34140     8.51e+01    5.28e+01    5.03e-01    1.00e+02
2015 03 25  0930   57106  34200     8.51e+01    5.27e+01    7.25e-01    1.00e+02
2015 03 25  0931   57106  34260     8.51e+01    5.24e+01    6.49e-01    1.00e+02
2015 03 25  0932   57106  34320     8.57e+01    5.22e+01    4.36e-01    1.00e+02
2015 03 25  0933   57106  34380     8.58e+01    5.21e+01    6.54e-01    1.00e+02
2015 03 25  0934   57106  34440     8.60e+01    5.20e+01    5.29e-01    1.00e+02
2015 03 25  0935   57106  34500     8.57e+01    5.19e+01    3.50e-01    1.00e+02
2015 03 25  0936   57106  34560     8.57e+01    5.17e+01    1.29e-01    1.00e+02
2015 03 25  0937   57106  34620     8.56e+01    5.15e+01   -8.53e-02    9.99e+01
2015 03 25  0938   57106  34680     8.55e+01    5.11e+01    8.77e-03    9.96e+01
2015 03 25  0939   57106  34740     8.61e+01    5.00e+01   -3.46e-02    9.95e+01
2015 03 25  0940   57106  34800     8.65e+01    4.89e+01   -1.42e-02    9.94e+01
2015 03 25  0941   57106  34860     8.64e+01    4.83e+01   -4.55e-01    9.90e+01
2015 03 25  0942   57106  34920     8.69e+01    4.76e+01   -2.13e-01    9.91e+01
2015 03 25  0943   57106  34980     8.73e+01    4.64e+01   -2.03e-01    9.89e+01
2015 03 25  0944   57106  35040     8.75e+01    4.58e+01   -1.05e+00    9.88e+01
2015 03 25  0945   57106  35100     8.68e+01    4.64e+01   -1.77e+00    9.85e+01
2015 03 25  0946   57106  35160     8.62e+01    4.83e+01   -2.37e+00    9.88e+01
2015 03 25  0947   57106  35220     8.57e+01    4.98e+01   -2.65e+00    9.91e+01
2015 03 25  0948   57106  35280     8.52e+01    5.15e+01   -2.22e+00    9.96e+01
2015 03 25  0949   57106  35340     8.58e+01    5.18e+01   -1.27e+00    1.00e+02
2015 03 25  0950   57106  35400     8.61e+01    5.14e+01   -1.48e+00    1.00e+02
2015 03 25  0951   57106  35460     8.55e+01    5.20e+01   -1.96e+00    1.00e+02
2015 03 25  0952   57106  35520     8.53e+01    5.19e+01   -1.29e+00    9.99e+01
2015 03 25  0953   57106  35580     8.54e+01    5.11e+01   -1.69e+00    9.96e+01
2015 03 25  0954   57106  35640     8.56e+01    5.08e+01   -1.63e+00    9.95e+01
2015 03 25  0955   57106  35700     8.56e+01    5.03e+01   -1.66e+00    9.93e+01
2015 03 25  0956   57106  35760     8.58e+01    4.97e+01   -1.40e+00    9.92e+01
2015 03 25  0957   57106  35820     8.63e+01    4.89e+01   -1.32e+00    9.92e+01
