:Data_list: 20150326_Gp_mag_1m.txt
:Created: 2015 Mar 26 0901 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 26  0454   57107  17640     6.51e+01    4.81e+01   -3.71e+00    8.10e+01
2015 03 26  0455   57107  17700     6.45e+01    4.83e+01   -4.67e+00    8.07e+01
2015 03 26  0456   57107  17760     6.60e+01    4.92e+01   -3.53e+00    8.24e+01
2015 03 26  0457   57107  17820     6.59e+01    4.92e+01   -4.12e+00    8.23e+01
2015 03 26  0458   57107  17880     6.68e+01    4.94e+01   -4.02e+00    8.31e+01
2015 03 26  0459   57107  17940     6.76e+01    4.98e+01   -3.79e+00    8.41e+01
2015 03 26  0500   57107  18000     6.71e+01    5.00e+01   -4.04e+00    8.38e+01
2015 03 26  0501   57107  18060     6.74e+01    5.02e+01   -3.84e+00    8.41e+01
2015 03 26  0502   57107  18120     6.73e+01    5.04e+01   -4.04e+00    8.42e+01
2015 03 26  0503   57107  18180     6.74e+01    5.07e+01   -3.32e+00    8.44e+01
2015 03 26  0504   57107  18240     6.73e+01    5.12e+01   -3.90e+00    8.46e+01
2015 03 26  0505   57107  18300     6.76e+01    5.20e+01   -2.97e+00    8.53e+01
2015 03 26  0506   57107  18360     6.81e+01    5.25e+01   -3.35e+00    8.60e+01
2015 03 26  0507   57107  18420     6.79e+01    5.28e+01   -2.46e+00    8.61e+01
2015 03 26  0508   57107  18480     6.76e+01    5.24e+01   -3.20e+00    8.56e+01
2015 03 26  0509   57107  18540     6.79e+01    5.27e+01   -2.37e+00    8.59e+01
2015 03 26  0510   57107  18600     6.79e+01    5.26e+01   -3.48e+00    8.60e+01
2015 03 26  0511   57107  18660     6.85e+01    5.26e+01   -2.39e+00    8.64e+01
2015 03 26  0512   57107  18720     6.85e+01    5.25e+01   -3.28e+00    8.64e+01
2015 03 26  0513   57107  18780     6.84e+01    5.23e+01   -2.20e+00    8.61e+01
2015 03 26  0514   57107  18840     6.86e+01    5.21e+01   -2.42e+00    8.62e+01
2015 03 26  0515   57107  18900     6.86e+01    5.21e+01   -2.11e+00    8.62e+01
2015 03 26  0516   57107  18960     6.87e+01    5.19e+01   -1.91e+00    8.62e+01
2015 03 26  0517   57107  19020     6.89e+01    5.19e+01   -1.67e+00    8.62e+01
2015 03 26  0518   57107  19080     6.87e+01    5.16e+01   -1.91e+00    8.59e+01
2015 03 26  0519   57107  19140     6.86e+01    5.16e+01   -1.64e+00    8.59e+01
2015 03 26  0520   57107  19200     6.71e+01    5.12e+01   -1.78e+00    8.44e+01
2015 03 26  0521   57107  19260     6.58e+01    5.09e+01   -9.00e-01    8.32e+01
2015 03 26  0522   57107  19320     6.60e+01    5.16e+01   -1.16e+00    8.38e+01
2015 03 26  0523   57107  19380     6.66e+01    5.24e+01   -8.30e-01    8.48e+01
2015 03 26  0524   57107  19440     6.71e+01    5.26e+01   -1.32e+00    8.53e+01
2015 03 26  0525   57107  19500     6.77e+01    5.17e+01   -1.37e+00    8.52e+01
2015 03 26  0526   57107  19560     6.77e+01    5.10e+01   -2.11e+00    8.48e+01
2015 03 26  0527   57107  19620     6.80e+01    5.08e+01   -2.42e+00    8.49e+01
2015 03 26  0528   57107  19680     6.82e+01    5.09e+01   -2.50e+00    8.51e+01
2015 03 26  0529   57107  19740     6.79e+01    5.04e+01   -2.62e+00    8.46e+01
2015 03 26  0530   57107  19800     6.83e+01    4.98e+01   -2.36e+00    8.45e+01
2015 03 26  0531   57107  19860     6.82e+01    4.93e+01   -3.10e+00    8.42e+01
2015 03 26  0532   57107  19920     6.81e+01    4.89e+01   -2.26e+00    8.39e+01
2015 03 26  0533   57107  19980     6.77e+01    4.84e+01   -2.99e+00    8.33e+01
2015 03 26  0534   57107  20040     6.77e+01    4.83e+01   -2.39e+00    8.32e+01
2015 03 26  0535   57107  20100     6.79e+01    4.81e+01   -2.91e+00    8.32e+01
2015 03 26  0536   57107  20160     6.79e+01    4.81e+01   -2.65e+00    8.32e+01
2015 03 26  0537   57107  20220     6.76e+01    4.82e+01   -2.10e+00    8.31e+01
2015 03 26  0538   57107  20280     6.75e+01    4.85e+01   -2.68e+00    8.31e+01
2015 03 26  0539   57107  20340     6.78e+01    4.88e+01   -1.64e+00    8.36e+01
2015 03 26  0540   57107  20400     6.80e+01    4.90e+01   -1.93e+00    8.39e+01
2015 03 26  0541   57107  20460     6.75e+01    4.87e+01   -1.04e+00    8.33e+01
2015 03 26  0542   57107  20520     6.73e+01    4.90e+01   -1.60e+00    8.32e+01
2015 03 26  0543   57107  20580     6.70e+01    4.93e+01   -1.15e+00    8.32e+01
2015 03 26  0544   57107  20640     6.69e+01    4.96e+01   -1.33e+00    8.33e+01
2015 03 26  0545   57107  20700     6.70e+01    4.96e+01   -1.17e+00    8.34e+01
2015 03 26  0546   57107  20760     6.72e+01    5.01e+01   -1.08e+00    8.38e+01
2015 03 26  0547   57107  20820     6.73e+01    5.03e+01   -9.13e-01    8.40e+01
2015 03 26  0548   57107  20880     6.72e+01    5.05e+01   -6.51e-01    8.41e+01
2015 03 26  0549   57107  20940     6.68e+01    5.03e+01   -7.81e-01    8.37e+01
2015 03 26  0550   57107  21000     6.64e+01    5.02e+01   -8.41e-01    8.33e+01
2015 03 26  0551   57107  21060     6.63e+01    5.02e+01   -7.20e-01    8.32e+01
2015 03 26  0552   57107  21120     6.63e+01    5.02e+01   -3.23e-01    8.32e+01
2015 03 26  0553   57107  21180     6.66e+01    5.02e+01    8.04e-03    8.33e+01
2015 03 26  0554   57107  21240     6.61e+01    4.98e+01    1.86e-01    8.28e+01
2015 03 26  0555   57107  21300     6.60e+01    4.97e+01   -1.37e-01    8.26e+01
2015 03 26  0556   57107  21360     6.59e+01    4.96e+01   -2.33e-01    8.25e+01
2015 03 26  0557   57107  21420     6.59e+01    4.96e+01   -6.06e-01    8.25e+01
2015 03 26  0558   57107  21480     6.57e+01    4.93e+01   -8.13e-01    8.21e+01
2015 03 26  0559   57107  21540     6.58e+01    4.93e+01   -1.07e+00    8.23e+01
2015 03 26  0600   57107  21600     6.59e+01    4.95e+01   -9.51e-01    8.24e+01
2015 03 26  0601   57107  21660     6.62e+01    4.97e+01   -1.29e+00    8.28e+01
2015 03 26  0602   57107  21720     6.64e+01    4.98e+01   -1.16e+00    8.30e+01
2015 03 26  0603   57107  21780     6.61e+01    4.97e+01   -9.57e-01    8.27e+01
2015 03 26  0604   57107  21840     6.63e+01    4.96e+01   -1.12e+00    8.28e+01
2015 03 26  0605   57107  21900     6.62e+01    4.95e+01   -1.12e+00    8.27e+01
2015 03 26  0606   57107  21960     6.64e+01    4.96e+01   -1.22e+00    8.29e+01
2015 03 26  0607   57107  22020     6.62e+01    4.99e+01   -1.08e+00    8.29e+01
2015 03 26  0608   57107  22080     6.57e+01    5.00e+01   -1.31e+00    8.26e+01
2015 03 26  0609   57107  22140     6.61e+01    5.02e+01   -1.54e+00    8.31e+01
2015 03 26  0610   57107  22200     6.62e+01    5.01e+01   -2.15e+00    8.30e+01
2015 03 26  0611   57107  22260     6.62e+01    5.03e+01   -8.52e-01    8.31e+01
2015 03 26  0612   57107  22320     6.62e+01    5.04e+01   -1.97e+00    8.33e+01
2015 03 26  0613   57107  22380     6.64e+01    5.03e+01   -1.27e+00    8.33e+01
2015 03 26  0614   57107  22440     6.67e+01    5.03e+01   -1.93e+00    8.36e+01
2015 03 26  0615   57107  22500     6.72e+01    5.04e+01   -1.46e+00    8.40e+01
2015 03 26  0616   57107  22560     6.70e+01    5.05e+01   -1.67e+00    8.39e+01
2015 03 26  0617   57107  22620     6.71e+01    5.05e+01   -2.14e+00    8.40e+01
2015 03 26  0618   57107  22680     6.73e+01    5.04e+01   -2.09e+00    8.41e+01
2015 03 26  0619   57107  22740     6.72e+01    5.05e+01   -2.25e+00    8.41e+01
2015 03 26  0620   57107  22800     6.73e+01    5.03e+01   -2.26e+00    8.40e+01
2015 03 26  0621   57107  22860     6.77e+01    4.99e+01   -2.67e+00    8.42e+01
2015 03 26  0622   57107  22920     6.79e+01    4.99e+01   -2.37e+00    8.43e+01
2015 03 26  0623   57107  22980     6.83e+01    4.98e+01   -2.50e+00    8.46e+01
2015 03 26  0624   57107  23040     6.90e+01    4.94e+01   -3.37e+00    8.49e+01
2015 03 26  0625   57107  23100     6.92e+01    4.97e+01   -3.42e+00    8.53e+01
2015 03 26  0626   57107  23160     6.88e+01    4.95e+01   -3.77e+00    8.49e+01
2015 03 26  0627   57107  23220     6.92e+01    4.93e+01   -3.95e+00    8.50e+01
2015 03 26  0628   57107  23280     6.87e+01    4.88e+01   -3.90e+00    8.43e+01
2015 03 26  0629   57107  23340     6.88e+01    4.88e+01   -5.14e+00    8.45e+01
2015 03 26  0630   57107  23400     6.86e+01    4.84e+01   -5.07e+00    8.42e+01
2015 03 26  0631   57107  23460     6.91e+01    4.89e+01   -6.14e+00    8.49e+01
2015 03 26  0632   57107  23520     6.89e+01    4.87e+01   -6.27e+00    8.46e+01
2015 03 26  0633   57107  23580     6.87e+01    4.87e+01   -6.90e+00    8.45e+01
2015 03 26  0634   57107  23640     6.90e+01    4.89e+01   -6.71e+00    8.48e+01
2015 03 26  0635   57107  23700     6.94e+01    4.90e+01   -7.40e+00    8.53e+01
2015 03 26  0636   57107  23760     6.98e+01    4.89e+01   -7.38e+00    8.56e+01
2015 03 26  0637   57107  23820     7.02e+01    4.93e+01   -7.35e+00    8.61e+01
2015 03 26  0638   57107  23880     7.05e+01    4.89e+01   -7.76e+00    8.62e+01
2015 03 26  0639   57107  23940     7.13e+01    4.89e+01   -6.99e+00    8.67e+01
2015 03 26  0640   57107  24000     7.18e+01    4.85e+01   -7.88e+00    8.70e+01
2015 03 26  0641   57107  24060     7.28e+01    4.85e+01   -7.03e+00    8.78e+01
2015 03 26  0642   57107  24120     7.33e+01    4.79e+01   -7.75e+00    8.79e+01
2015 03 26  0643   57107  24180     7.43e+01    4.81e+01   -7.16e+00    8.88e+01
2015 03 26  0644   57107  24240     7.49e+01    4.79e+01   -7.01e+00    8.92e+01
2015 03 26  0645   57107  24300     7.57e+01    4.73e+01   -7.11e+00    8.96e+01
2015 03 26  0646   57107  24360     7.65e+01    4.68e+01   -6.68e+00    9.00e+01
2015 03 26  0647   57107  24420     7.72e+01    4.69e+01   -6.70e+00    9.06e+01
2015 03 26  0648   57107  24480     7.78e+01    4.68e+01   -6.66e+00    9.10e+01
2015 03 26  0649   57107  24540     7.84e+01    4.67e+01   -6.65e+00    9.15e+01
2015 03 26  0650   57107  24600     7.87e+01    4.66e+01   -6.57e+00    9.17e+01
2015 03 26  0651   57107  24660     7.93e+01    4.62e+01   -5.66e+00    9.19e+01
2015 03 26  0652   57107  24720     7.94e+01    4.64e+01   -5.63e+00    9.21e+01
2015 03 26  0653   57107  24780     7.99e+01    4.62e+01   -5.14e+00    9.24e+01
2015 03 26  0654   57107  24840     8.02e+01    4.63e+01   -5.08e+00    9.28e+01
2015 03 26  0655   57107  24900     8.03e+01    4.66e+01   -4.78e+00    9.30e+01
2015 03 26  0656   57107  24960     8.04e+01    4.71e+01   -4.81e+00    9.33e+01
2015 03 26  0657   57107  25020     8.03e+01    4.70e+01   -4.34e+00    9.32e+01
2015 03 26  0658   57107  25080     8.05e+01    4.66e+01   -4.18e+00    9.31e+01
2015 03 26  0659   57107  25140     8.06e+01    4.60e+01   -3.78e+00    9.28e+01
2015 03 26  0700   57107  25200     8.08e+01    4.56e+01   -3.88e+00    9.28e+01
2015 03 26  0701   57107  25260     8.08e+01    4.54e+01   -3.80e+00    9.28e+01
2015 03 26  0702   57107  25320     8.10e+01    4.52e+01   -3.61e+00    9.28e+01
2015 03 26  0703   57107  25380     8.11e+01    4.52e+01   -3.39e+00    9.29e+01
2015 03 26  0704   57107  25440     8.10e+01    4.49e+01   -3.27e+00    9.27e+01
2015 03 26  0705   57107  25500     8.08e+01    4.49e+01   -3.12e+00    9.25e+01
2015 03 26  0706   57107  25560     8.11e+01    4.54e+01   -3.29e+00    9.30e+01
2015 03 26  0707   57107  25620     8.09e+01    4.60e+01   -3.43e+00    9.32e+01
2015 03 26  0708   57107  25680     8.10e+01    4.65e+01   -3.77e+00    9.34e+01
2015 03 26  0709   57107  25740     8.12e+01    4.70e+01   -3.43e+00    9.39e+01
2015 03 26  0710   57107  25800     8.11e+01    4.69e+01   -2.88e+00    9.37e+01
2015 03 26  0711   57107  25860     8.20e+01    4.62e+01   -2.33e+00    9.41e+01
2015 03 26  0712   57107  25920     8.18e+01    4.77e+01   -2.57e+00    9.47e+01
2015 03 26  0713   57107  25980     8.15e+01    4.79e+01   -2.12e+00    9.46e+01
2015 03 26  0714   57107  26040     8.23e+01    4.75e+01   -2.70e+00    9.51e+01
2015 03 26  0715   57107  26100     8.23e+01    4.76e+01   -2.24e+00    9.51e+01
2015 03 26  0716   57107  26160     8.22e+01    4.78e+01   -2.16e+00    9.51e+01
2015 03 26  0717   57107  26220     8.23e+01    4.76e+01   -2.24e+00    9.51e+01
2015 03 26  0718   57107  26280     8.19e+01    4.82e+01   -2.30e+00    9.50e+01
2015 03 26  0719   57107  26340     8.19e+01    4.85e+01   -2.19e+00    9.52e+01
2015 03 26  0720   57107  26400     8.19e+01    4.85e+01   -2.05e+00    9.52e+01
2015 03 26  0721   57107  26460     8.18e+01    4.85e+01   -2.08e+00    9.51e+01
2015 03 26  0722   57107  26520     8.14e+01    4.97e+01   -2.73e+00    9.54e+01
2015 03 26  0723   57107  26580     8.13e+01    5.03e+01   -2.99e+00    9.57e+01
2015 03 26  0724   57107  26640     8.15e+01    5.01e+01   -2.85e+00    9.57e+01
2015 03 26  0725   57107  26700     8.24e+01    4.87e+01   -2.79e+00    9.58e+01
2015 03 26  0726   57107  26760     8.24e+01    4.82e+01   -2.34e+00    9.55e+01
2015 03 26  0727   57107  26820     8.23e+01    4.83e+01   -2.48e+00    9.54e+01
2015 03 26  0728   57107  26880     8.25e+01    4.80e+01   -2.38e+00    9.55e+01
2015 03 26  0729   57107  26940     8.27e+01    4.79e+01   -2.05e+00    9.56e+01
2015 03 26  0730   57107  27000     8.28e+01    4.81e+01   -2.42e+00    9.58e+01
2015 03 26  0731   57107  27060     8.28e+01    4.83e+01   -2.19e+00    9.59e+01
2015 03 26  0732   57107  27120     8.26e+01    4.87e+01   -2.66e+00    9.59e+01
2015 03 26  0733   57107  27180     8.27e+01    4.88e+01   -2.45e+00    9.61e+01
2015 03 26  0734   57107  27240     8.30e+01    4.86e+01   -2.58e+00    9.62e+01
2015 03 26  0735   57107  27300     8.34e+01    4.83e+01   -2.67e+00    9.64e+01
2015 03 26  0736   57107  27360     8.40e+01    4.80e+01   -2.75e+00    9.67e+01
2015 03 26  0737   57107  27420     8.43e+01    4.76e+01   -3.20e+00    9.68e+01
2015 03 26  0738   57107  27480     8.42e+01    4.77e+01   -3.07e+00    9.68e+01
2015 03 26  0739   57107  27540     8.47e+01    4.74e+01   -3.36e+00    9.72e+01
2015 03 26  0740   57107  27600     8.54e+01    4.74e+01   -3.61e+00    9.77e+01
2015 03 26  0741   57107  27660     8.53e+01    4.72e+01   -3.66e+00    9.76e+01
2015 03 26  0742   57107  27720     8.54e+01    4.74e+01   -3.49e+00    9.77e+01
2015 03 26  0743   57107  27780     8.54e+01    4.65e+01   -3.41e+00    9.73e+01
2015 03 26  0744   57107  27840     8.59e+01    4.63e+01   -3.39e+00    9.76e+01
2015 03 26  0745   57107  27900     8.57e+01    4.58e+01   -3.28e+00    9.73e+01
2015 03 26  0746   57107  27960     8.59e+01    4.57e+01   -3.19e+00    9.73e+01
2015 03 26  0747   57107  28020     8.61e+01    4.52e+01   -3.15e+00    9.73e+01
2015 03 26  0748   57107  28080     8.63e+01    4.51e+01   -2.68e+00    9.74e+01
2015 03 26  0749   57107  28140     8.63e+01    4.50e+01   -2.76e+00    9.74e+01
2015 03 26  0750   57107  28200     8.65e+01    4.49e+01   -2.61e+00    9.75e+01
2015 03 26  0751   57107  28260     8.62e+01    4.54e+01   -2.52e+00    9.75e+01
2015 03 26  0752   57107  28320     8.59e+01    4.64e+01   -2.58e+00    9.77e+01
2015 03 26  0753   57107  28380     8.66e+01    4.68e+01   -2.34e+00    9.84e+01
2015 03 26  0754   57107  28440     8.67e+01    4.71e+01   -2.72e+00    9.87e+01
2015 03 26  0755   57107  28500     8.69e+01    4.75e+01   -2.73e+00    9.90e+01
2015 03 26  0756   57107  28560     8.72e+01    4.68e+01   -2.41e+00    9.90e+01
2015 03 26  0757   57107  28620     8.74e+01    4.66e+01   -2.31e+00    9.90e+01
2015 03 26  0758   57107  28680     8.78e+01    4.67e+01   -1.96e+00    9.94e+01
2015 03 26  0759   57107  28740     8.80e+01    4.67e+01   -1.91e+00    9.97e+01
2015 03 26  0800   57107  28800     8.84e+01    4.67e+01   -1.78e+00    1.00e+02
2015 03 26  0801   57107  28860     8.87e+01    4.62e+01   -1.93e+00    1.00e+02
2015 03 26  0802   57107  28920     8.84e+01    4.67e+01   -1.67e+00    1.00e+02
2015 03 26  0803   57107  28980     8.84e+01    4.69e+01   -1.61e+00    1.00e+02
2015 03 26  0804   57107  29040     8.84e+01    4.69e+01   -1.59e+00    1.00e+02
2015 03 26  0805   57107  29100     8.83e+01    4.69e+01   -1.68e+00    1.00e+02
2015 03 26  0806   57107  29160     8.81e+01    4.72e+01   -1.64e+00    9.99e+01
2015 03 26  0807   57107  29220     8.80e+01    4.75e+01   -1.66e+00    1.00e+02
2015 03 26  0808   57107  29280     8.79e+01    4.76e+01   -1.69e+00    1.00e+02
2015 03 26  0809   57107  29340     8.82e+01    4.77e+01   -1.78e+00    1.00e+02
2015 03 26  0810   57107  29400     8.81e+01    4.79e+01   -1.84e+00    1.00e+02
2015 03 26  0811   57107  29460     8.82e+01    4.79e+01   -1.90e+00    1.00e+02
2015 03 26  0812   57107  29520     8.82e+01    4.80e+01   -1.91e+00    1.00e+02
2015 03 26  0813   57107  29580     8.83e+01    4.80e+01   -2.32e+00    1.00e+02
2015 03 26  0814   57107  29640     8.83e+01    4.78e+01   -2.30e+00    1.00e+02
2015 03 26  0815   57107  29700     8.86e+01    4.76e+01   -2.41e+00    1.01e+02
2015 03 26  0816   57107  29760     8.88e+01    4.73e+01   -2.38e+00    1.01e+02
2015 03 26  0817   57107  29820     8.89e+01    4.71e+01   -2.43e+00    1.01e+02
2015 03 26  0818   57107  29880     8.90e+01    4.71e+01   -2.56e+00    1.01e+02
2015 03 26  0819   57107  29940     8.91e+01    4.72e+01   -2.25e+00    1.01e+02
2015 03 26  0820   57107  30000     8.91e+01    4.72e+01   -2.13e+00    1.01e+02
2015 03 26  0821   57107  30060     8.90e+01    4.72e+01   -2.04e+00    1.01e+02
2015 03 26  0822   57107  30120     8.90e+01    4.73e+01   -1.85e+00    1.01e+02
2015 03 26  0823   57107  30180     8.90e+01    4.72e+01   -1.84e+00    1.01e+02
2015 03 26  0824   57107  30240     8.91e+01    4.72e+01   -1.89e+00    1.01e+02
2015 03 26  0825   57107  30300     8.92e+01    4.71e+01   -1.78e+00    1.01e+02
2015 03 26  0826   57107  30360     8.93e+01    4.72e+01   -1.74e+00    1.01e+02
2015 03 26  0827   57107  30420     8.94e+01    4.71e+01   -1.54e+00    1.01e+02
2015 03 26  0828   57107  30480     8.94e+01    4.73e+01   -1.56e+00    1.01e+02
2015 03 26  0829   57107  30540     8.95e+01    4.73e+01   -1.51e+00    1.01e+02
2015 03 26  0830   57107  30600     8.96e+01    4.76e+01   -1.53e+00    1.01e+02
2015 03 26  0831   57107  30660     8.98e+01    4.76e+01   -1.35e+00    1.02e+02
2015 03 26  0832   57107  30720     9.02e+01    4.77e+01   -1.39e+00    1.02e+02
2015 03 26  0833   57107  30780     9.03e+01    4.77e+01   -1.31e+00    1.02e+02
2015 03 26  0834   57107  30840     9.03e+01    4.78e+01   -1.20e+00    1.02e+02
2015 03 26  0835   57107  30900     9.06e+01    4.79e+01   -1.25e+00    1.02e+02
2015 03 26  0836   57107  30960     9.05e+01    4.79e+01   -1.22e+00    1.02e+02
2015 03 26  0837   57107  31020     9.07e+01    4.79e+01   -1.18e+00    1.03e+02
2015 03 26  0838   57107  31080     9.07e+01    4.77e+01   -1.09e+00    1.03e+02
2015 03 26  0839   57107  31140     9.07e+01    4.78e+01   -9.28e-01    1.03e+02
2015 03 26  0840   57107  31200     9.08e+01    4.78e+01   -9.84e-01    1.03e+02
2015 03 26  0841   57107  31260     9.08e+01    4.77e+01   -1.05e+00    1.03e+02
2015 03 26  0842   57107  31320     9.09e+01    4.75e+01   -1.03e+00    1.03e+02
2015 03 26  0843   57107  31380     9.09e+01    4.75e+01   -9.64e-01    1.03e+02
2015 03 26  0844   57107  31440     9.08e+01    4.74e+01   -8.94e-01    1.02e+02
2015 03 26  0845   57107  31500     9.09e+01    4.73e+01   -9.98e-01    1.03e+02
2015 03 26  0846   57107  31560     9.09e+01    4.73e+01   -8.32e-01    1.02e+02
2015 03 26  0847   57107  31620     9.10e+01    4.72e+01   -9.42e-01    1.03e+02
2015 03 26  0848   57107  31680     9.09e+01    4.72e+01   -8.11e-01    1.02e+02
2015 03 26  0849   57107  31740     9.10e+01    4.72e+01   -8.66e-01    1.03e+02
2015 03 26  0850   57107  31800     9.09e+01    4.72e+01   -8.77e-01    1.02e+02
2015 03 26  0851   57107  31860     9.11e+01    4.72e+01   -7.51e-01    1.03e+02
2015 03 26  0852   57107  31920     9.10e+01    4.71e+01   -9.61e-01    1.02e+02
2015 03 26  0853   57107  31980     9.10e+01    4.72e+01   -7.02e-01    1.03e+02
2015 03 26  0854   57107  32040     9.08e+01    4.71e+01   -8.68e-01    1.02e+02
2015 03 26  0855   57107  32100     9.09e+01    4.71e+01   -9.23e-01    1.02e+02
2015 03 26  0856   57107  32160     9.09e+01    4.71e+01   -1.02e+00    1.02e+02
2015 03 26  0857   57107  32220     9.08e+01    4.70e+01   -1.06e+00    1.02e+02
2015 03 26  0858   57107  32280     9.08e+01    4.71e+01   -1.06e+00    1.02e+02
2015 03 26  0859   57107  32340     9.07e+01    4.70e+01   -1.01e+00    1.02e+02
2015 03 26  0900   57107  32400     9.06e+01    4.70e+01   -8.82e-01    1.02e+02
