:Data_list: 20150326_Gs_mag_1m.txt
:Created: 2015 Mar 26 0901 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 26  0501   57107  18060     8.53e+01    2.09e+01    1.33e+01    8.88e+01
2015 03 26  0502   57107  18120     8.52e+01    2.07e+01    1.31e+01    8.87e+01
2015 03 26  0503   57107  18180     8.50e+01    2.09e+01    1.30e+01    8.85e+01
2015 03 26  0504   57107  18240     8.49e+01    2.11e+01    1.30e+01    8.85e+01
2015 03 26  0505   57107  18300     8.48e+01    2.11e+01    1.31e+01    8.84e+01
2015 03 26  0506   57107  18360     8.47e+01    2.12e+01    1.30e+01    8.82e+01
2015 03 26  0507   57107  18420     8.45e+01    2.13e+01    1.29e+01    8.81e+01
2015 03 26  0508   57107  18480     8.46e+01    2.11e+01    1.30e+01    8.82e+01
2015 03 26  0509   57107  18540     8.44e+01    2.07e+01    1.29e+01    8.79e+01
2015 03 26  0510   57107  18600     8.41e+01    2.09e+01    1.24e+01    8.76e+01
2015 03 26  0511   57107  18660     8.39e+01    2.05e+01    1.25e+01    8.73e+01
2015 03 26  0512   57107  18720     8.30e+01    2.02e+01    1.24e+01    8.63e+01
2015 03 26  0513   57107  18780     8.16e+01    2.00e+01    1.25e+01    8.50e+01
2015 03 26  0514   57107  18840     8.09e+01    1.97e+01    1.26e+01    8.42e+01
2015 03 26  0515   57107  18900     8.01e+01    1.92e+01    1.21e+01    8.33e+01
2015 03 26  0516   57107  18960     7.85e+01    1.91e+01    1.21e+01    8.17e+01
2015 03 26  0517   57107  19020     7.93e+01    1.94e+01    1.19e+01    8.25e+01
2015 03 26  0518   57107  19080     7.62e+01    1.92e+01    1.22e+01    7.95e+01
2015 03 26  0519   57107  19140     7.47e+01    1.89e+01    1.16e+01    7.79e+01
2015 03 26  0520   57107  19200     7.51e+01    1.91e+01    1.15e+01    7.83e+01
2015 03 26  0521   57107  19260     7.54e+01    1.98e+01    1.14e+01    7.87e+01
2015 03 26  0522   57107  19320     7.57e+01    1.99e+01    1.16e+01    7.91e+01
2015 03 26  0523   57107  19380     7.59e+01    2.01e+01    1.16e+01    7.94e+01
2015 03 26  0524   57107  19440     7.48e+01    2.01e+01    1.13e+01    7.83e+01
2015 03 26  0525   57107  19500     7.43e+01    2.01e+01    1.15e+01    7.79e+01
2015 03 26  0526   57107  19560     7.38e+01    2.02e+01    1.17e+01    7.74e+01
2015 03 26  0527   57107  19620     7.40e+01    2.02e+01    1.18e+01    7.76e+01
2015 03 26  0528   57107  19680     7.37e+01    2.02e+01    1.19e+01    7.73e+01
2015 03 26  0529   57107  19740     7.38e+01    1.99e+01    1.22e+01    7.74e+01
2015 03 26  0530   57107  19800     7.31e+01    1.94e+01    1.25e+01    7.67e+01
2015 03 26  0531   57107  19860     7.40e+01    1.89e+01    1.23e+01    7.73e+01
2015 03 26  0532   57107  19920     7.43e+01    1.83e+01    1.22e+01    7.75e+01
2015 03 26  0533   57107  19980     7.36e+01    1.79e+01    1.19e+01    7.67e+01
2015 03 26  0534   57107  20040     7.44e+01    1.75e+01    1.30e+01    7.75e+01
2015 03 26  0535   57107  20100     7.56e+01    1.77e+01    1.37e+01    7.89e+01
2015 03 26  0536   57107  20160     7.43e+01    1.74e+01    1.29e+01    7.74e+01
2015 03 26  0537   57107  20220     7.25e+01    1.70e+01    1.25e+01    7.55e+01
2015 03 26  0538   57107  20280     7.28e+01    1.68e+01    1.26e+01    7.58e+01
2015 03 26  0539   57107  20340     7.26e+01    1.71e+01    1.27e+01    7.56e+01
2015 03 26  0540   57107  20400     7.24e+01    1.74e+01    1.26e+01    7.55e+01
2015 03 26  0541   57107  20460     7.25e+01    1.78e+01    1.26e+01    7.57e+01
2015 03 26  0542   57107  20520     7.32e+01    1.82e+01    1.26e+01    7.64e+01
2015 03 26  0543   57107  20580     7.29e+01    1.85e+01    1.27e+01    7.63e+01
2015 03 26  0544   57107  20640     7.30e+01    1.91e+01    1.27e+01    7.66e+01
2015 03 26  0545   57107  20700     7.26e+01    1.95e+01    1.26e+01    7.62e+01
2015 03 26  0546   57107  20760     7.28e+01    1.98e+01    1.28e+01    7.65e+01
2015 03 26  0547   57107  20820     6.74e+01    1.92e+01    1.22e+01    7.11e+01
2015 03 26  0548   57107  20880     6.79e+01    1.91e+01    1.17e+01    7.16e+01
2015 03 26  0549   57107  20940     7.08e+01    2.03e+01    1.21e+01    7.47e+01
2015 03 26  0550   57107  21000     6.99e+01    2.00e+01    1.33e+01    7.39e+01
2015 03 26  0551   57107  21060     6.89e+01    2.05e+01    1.15e+01    7.28e+01
2015 03 26  0552   57107  21120     7.28e+01    2.10e+01    1.13e+01    7.66e+01
2015 03 26  0553   57107  21180     7.23e+01    2.05e+01    1.20e+01    7.61e+01
2015 03 26  0554   57107  21240     7.28e+01    2.09e+01    1.18e+01    7.67e+01
2015 03 26  0555   57107  21300     7.45e+01    2.14e+01    1.15e+01    7.84e+01
2015 03 26  0556   57107  21360     7.38e+01    2.08e+01    1.14e+01    7.75e+01
2015 03 26  0557   57107  21420     7.23e+01    2.06e+01    1.15e+01    7.61e+01
2015 03 26  0558   57107  21480     7.36e+01    2.12e+01    1.16e+01    7.75e+01
2015 03 26  0559   57107  21540     7.22e+01    2.05e+01    1.16e+01    7.60e+01
2015 03 26  0600   57107  21600     7.21e+01    2.05e+01    1.16e+01    7.58e+01
2015 03 26  0601   57107  21660     7.24e+01    2.08e+01    1.16e+01    7.62e+01
2015 03 26  0602   57107  21720     7.27e+01    2.08e+01    1.13e+01    7.65e+01
2015 03 26  0603   57107  21780     7.14e+01    2.01e+01    1.09e+01    7.50e+01
2015 03 26  0604   57107  21840     7.29e+01    2.02e+01    1.12e+01    7.65e+01
2015 03 26  0605   57107  21900     7.34e+01    2.07e+01    1.11e+01    7.71e+01
2015 03 26  0606   57107  21960     7.28e+01    2.09e+01    1.11e+01    7.65e+01
2015 03 26  0607   57107  22020     7.48e+01    2.08e+01    1.16e+01    7.85e+01
2015 03 26  0608   57107  22080     7.16e+01    2.09e+01    1.11e+01    7.54e+01
2015 03 26  0609   57107  22140     7.44e+01    2.12e+01    1.14e+01    7.82e+01
2015 03 26  0610   57107  22200     7.33e+01    2.00e+01    1.18e+01    7.69e+01
2015 03 26  0611   57107  22260     7.59e+01    2.14e+01    1.15e+01    7.97e+01
2015 03 26  0612   57107  22320     7.50e+01    2.10e+01    1.18e+01    7.87e+01
2015 03 26  0613   57107  22380     7.68e+01    2.11e+01    1.24e+01    8.06e+01
2015 03 26  0614   57107  22440     7.63e+01    2.08e+01    1.24e+01    8.00e+01
2015 03 26  0615   57107  22500     7.52e+01    2.02e+01    1.23e+01    7.88e+01
2015 03 26  0616   57107  22560     7.67e+01    2.06e+01    1.25e+01    8.04e+01
2015 03 26  0617   57107  22620     7.56e+01    2.00e+01    1.28e+01    7.92e+01
2015 03 26  0618   57107  22680     7.66e+01    2.02e+01    1.27e+01    8.02e+01
2015 03 26  0619   57107  22740     7.74e+01    2.04e+01    1.32e+01    8.11e+01
2015 03 26  0620   57107  22800     7.58e+01    2.01e+01    1.30e+01    7.95e+01
2015 03 26  0621   57107  22860     7.54e+01    1.99e+01    1.34e+01    7.91e+01
2015 03 26  0622   57107  22920     7.41e+01    1.96e+01    1.34e+01    7.78e+01
2015 03 26  0623   57107  22980     7.41e+01    2.01e+01    1.38e+01    7.80e+01
2015 03 26  0624   57107  23040     6.74e+01    1.85e+01    1.40e+01    7.13e+01
2015 03 26  0625   57107  23100     6.44e+01    1.82e+01    1.34e+01    6.83e+01
2015 03 26  0626   57107  23160     6.85e+01    1.93e+01    1.44e+01    7.26e+01
2015 03 26  0627   57107  23220     6.85e+01    1.93e+01    1.36e+01    7.24e+01
2015 03 26  0628   57107  23280     7.11e+01    1.93e+01    1.36e+01    7.49e+01
2015 03 26  0629   57107  23340     7.39e+01    1.92e+01    1.36e+01    7.75e+01
2015 03 26  0630   57107  23400     7.49e+01    1.86e+01    1.43e+01    7.85e+01
2015 03 26  0631   57107  23460     7.45e+01    1.88e+01    1.33e+01    7.80e+01
2015 03 26  0632   57107  23520     7.38e+01    1.87e+01    1.37e+01    7.73e+01
2015 03 26  0633   57107  23580     7.17e+01    1.86e+01    1.35e+01    7.53e+01
2015 03 26  0634   57107  23640     6.79e+01    1.96e+01    1.38e+01    7.20e+01
2015 03 26  0635   57107  23700     7.02e+01    2.07e+01    1.37e+01    7.44e+01
2015 03 26  0636   57107  23760     7.43e+01    2.00e+01    1.34e+01    7.81e+01
2015 03 26  0637   57107  23820     7.77e+01    1.97e+01    1.41e+01    8.14e+01
2015 03 26  0638   57107  23880     7.62e+01    2.01e+01    1.38e+01    8.00e+01
2015 03 26  0639   57107  23940     7.63e+01    2.01e+01    1.35e+01    8.00e+01
2015 03 26  0640   57107  24000     7.53e+01    1.95e+01    1.32e+01    7.89e+01
2015 03 26  0641   57107  24060     7.44e+01    1.95e+01    1.33e+01    7.81e+01
2015 03 26  0642   57107  24120     7.47e+01    1.97e+01    1.35e+01    7.84e+01
2015 03 26  0643   57107  24180     7.53e+01    1.96e+01    1.31e+01    7.89e+01
2015 03 26  0644   57107  24240     7.46e+01    1.98e+01    1.29e+01    7.82e+01
2015 03 26  0645   57107  24300     7.16e+01    2.00e+01    1.30e+01    7.55e+01
2015 03 26  0646   57107  24360     7.35e+01    1.92e+01    1.31e+01    7.71e+01
2015 03 26  0647   57107  24420     7.19e+01    1.90e+01    1.28e+01    7.54e+01
2015 03 26  0648   57107  24480     7.36e+01    1.96e+01    1.33e+01    7.73e+01
2015 03 26  0649   57107  24540     7.23e+01    2.01e+01    1.24e+01    7.60e+01
2015 03 26  0650   57107  24600     7.17e+01    2.03e+01    1.22e+01    7.55e+01
2015 03 26  0651   57107  24660     7.31e+01    2.02e+01    1.24e+01    7.68e+01
2015 03 26  0652   57107  24720     7.39e+01    1.96e+01    1.24e+01    7.74e+01
2015 03 26  0653   57107  24780     7.51e+01    1.95e+01    1.33e+01    7.87e+01
2015 03 26  0654   57107  24840     7.55e+01    1.87e+01    1.32e+01    7.89e+01
2015 03 26  0655   57107  24900     7.59e+01    1.82e+01    1.34e+01    7.92e+01
2015 03 26  0656   57107  24960     7.74e+01    1.83e+01    1.38e+01    8.07e+01
2015 03 26  0657   57107  25020     7.64e+01    1.90e+01    1.34e+01    7.98e+01
2015 03 26  0658   57107  25080     7.55e+01    1.92e+01    1.28e+01    7.89e+01
2015 03 26  0659   57107  25140     7.60e+01    1.93e+01    1.28e+01    7.94e+01
2015 03 26  0700   57107  25200     7.68e+01    1.89e+01    1.32e+01    8.01e+01
2015 03 26  0701   57107  25260     7.74e+01    1.92e+01    1.30e+01    8.08e+01
2015 03 26  0702   57107  25320     8.05e+01    1.97e+01    1.36e+01    8.40e+01
2015 03 26  0703   57107  25380     8.35e+01    1.98e+01    1.42e+01    8.69e+01
2015 03 26  0704   57107  25440     8.55e+01    1.94e+01    1.43e+01    8.89e+01
2015 03 26  0705   57107  25500     8.56e+01    1.93e+01    1.44e+01    8.89e+01
2015 03 26  0706   57107  25560     8.60e+01    1.96e+01    1.44e+01    8.94e+01
2015 03 26  0707   57107  25620     8.60e+01    1.94e+01    1.47e+01    8.93e+01
2015 03 26  0708   57107  25680     8.60e+01    2.00e+01    1.39e+01    8.94e+01
2015 03 26  0709   57107  25740     8.72e+01    1.99e+01    1.35e+01    9.05e+01
2015 03 26  0710   57107  25800     8.74e+01    1.92e+01    1.42e+01    9.07e+01
2015 03 26  0711   57107  25860     8.72e+01    1.92e+01    1.41e+01    9.04e+01
2015 03 26  0712   57107  25920     8.55e+01    2.03e+01    1.41e+01    8.90e+01
2015 03 26  0713   57107  25980     8.49e+01    2.08e+01    1.40e+01    8.86e+01
2015 03 26  0714   57107  26040     8.69e+01    2.02e+01    1.35e+01    9.03e+01
2015 03 26  0715   57107  26100     8.79e+01    2.04e+01    1.34e+01    9.13e+01
2015 03 26  0716   57107  26160     8.83e+01    2.04e+01    1.26e+01    9.15e+01
2015 03 26  0717   57107  26220     8.83e+01    2.05e+01    1.30e+01    9.16e+01
2015 03 26  0718   57107  26280     8.93e+01    2.04e+01    1.31e+01    9.25e+01
2015 03 26  0719   57107  26340     8.78e+01    2.08e+01    1.33e+01    9.12e+01
2015 03 26  0720   57107  26400     8.73e+01    2.10e+01    1.33e+01    9.08e+01
2015 03 26  0721   57107  26460     8.71e+01    2.13e+01    1.36e+01    9.07e+01
2015 03 26  0722   57107  26520     8.68e+01    2.10e+01    1.32e+01    9.02e+01
2015 03 26  0723   57107  26580     8.76e+01    2.09e+01    1.34e+01    9.10e+01
2015 03 26  0724   57107  26640     8.90e+01    2.10e+01    1.31e+01    9.24e+01
2015 03 26  0725   57107  26700     9.06e+01    2.09e+01    1.37e+01    9.40e+01
2015 03 26  0726   57107  26760     9.15e+01    2.08e+01    1.35e+01    9.48e+01
2015 03 26  0727   57107  26820     9.09e+01    2.10e+01    1.37e+01    9.43e+01
2015 03 26  0728   57107  26880     9.13e+01    2.10e+01    1.36e+01    9.46e+01
2015 03 26  0729   57107  26940     9.12e+01    2.12e+01    1.38e+01    9.46e+01
2015 03 26  0730   57107  27000     9.07e+01    2.11e+01    1.36e+01    9.42e+01
2015 03 26  0731   57107  27060     9.09e+01    2.09e+01    1.35e+01    9.42e+01
2015 03 26  0732   57107  27120     9.07e+01    2.12e+01    1.36e+01    9.42e+01
2015 03 26  0733   57107  27180     9.10e+01    2.11e+01    1.36e+01    9.44e+01
2015 03 26  0734   57107  27240     9.02e+01    2.15e+01    1.37e+01    9.37e+01
2015 03 26  0735   57107  27300     9.01e+01    2.17e+01    1.36e+01    9.37e+01
2015 03 26  0736   57107  27360     9.04e+01    2.14e+01    1.34e+01    9.39e+01
2015 03 26  0737   57107  27420     9.00e+01    2.13e+01    1.34e+01    9.35e+01
2015 03 26  0738   57107  27480     8.95e+01    2.16e+01    1.38e+01    9.31e+01
2015 03 26  0739   57107  27540     9.01e+01    2.16e+01    1.39e+01    9.36e+01
2015 03 26  0740   57107  27600     8.98e+01    2.16e+01    1.36e+01    9.33e+01
2015 03 26  0741   57107  27660     8.96e+01    2.14e+01    1.37e+01    9.31e+01
2015 03 26  0742   57107  27720     8.94e+01    2.13e+01    1.36e+01    9.29e+01
2015 03 26  0743   57107  27780     8.92e+01    2.12e+01    1.39e+01    9.27e+01
2015 03 26  0744   57107  27840     8.83e+01    2.12e+01    1.36e+01    9.18e+01
2015 03 26  0745   57107  27900     8.98e+01    2.09e+01    1.39e+01    9.32e+01
2015 03 26  0746   57107  27960     9.03e+01    2.07e+01    1.39e+01    9.37e+01
2015 03 26  0747   57107  28020     8.95e+01    2.03e+01    1.38e+01    9.28e+01
2015 03 26  0748   57107  28080     8.88e+01    2.01e+01    1.37e+01    9.20e+01
2015 03 26  0749   57107  28140     8.86e+01    2.01e+01    1.37e+01    9.19e+01
2015 03 26  0750   57107  28200     8.95e+01    1.94e+01    1.35e+01    9.26e+01
2015 03 26  0751   57107  28260     8.82e+01    1.98e+01    1.35e+01    9.14e+01
2015 03 26  0752   57107  28320     8.92e+01    1.97e+01    1.34e+01    9.23e+01
2015 03 26  0753   57107  28380     8.88e+01    1.98e+01    1.33e+01    9.19e+01
2015 03 26  0754   57107  28440     8.90e+01    2.01e+01    1.33e+01    9.22e+01
2015 03 26  0755   57107  28500     8.83e+01    2.04e+01    1.34e+01    9.16e+01
2015 03 26  0756   57107  28560     8.85e+01    2.06e+01    1.34e+01    9.19e+01
2015 03 26  0757   57107  28620     8.80e+01    2.09e+01    1.35e+01    9.14e+01
2015 03 26  0758   57107  28680     8.80e+01    2.10e+01    1.34e+01    9.15e+01
2015 03 26  0759   57107  28740     8.81e+01    2.14e+01    1.35e+01    9.17e+01
2015 03 26  0800   57107  28800     8.88e+01    2.16e+01    1.37e+01    9.24e+01
2015 03 26  0801   57107  28860     8.87e+01    2.17e+01    1.35e+01    9.23e+01
2015 03 26  0802   57107  28920     8.80e+01    2.17e+01    1.35e+01    9.16e+01
2015 03 26  0803   57107  28980     8.76e+01    2.20e+01    1.37e+01    9.13e+01
2015 03 26  0804   57107  29040     8.79e+01    2.21e+01    1.36e+01    9.16e+01
2015 03 26  0805   57107  29100     8.77e+01    2.20e+01    1.37e+01    9.14e+01
2015 03 26  0806   57107  29160     8.73e+01    2.22e+01    1.36e+01    9.11e+01
2015 03 26  0807   57107  29220     8.77e+01    2.22e+01    1.38e+01    9.15e+01
2015 03 26  0808   57107  29280     8.71e+01    2.24e+01    1.36e+01    9.10e+01
2015 03 26  0809   57107  29340     8.62e+01    2.24e+01    1.35e+01    9.01e+01
2015 03 26  0810   57107  29400     8.56e+01    2.27e+01    1.36e+01    8.96e+01
2015 03 26  0811   57107  29460     8.59e+01    2.30e+01    1.37e+01    9.00e+01
2015 03 26  0812   57107  29520     8.64e+01    2.30e+01    1.38e+01    9.04e+01
2015 03 26  0813   57107  29580     8.73e+01    2.29e+01    1.40e+01    9.13e+01
2015 03 26  0814   57107  29640     8.71e+01    2.28e+01    1.40e+01    9.11e+01
2015 03 26  0815   57107  29700     8.66e+01    2.28e+01    1.37e+01    9.06e+01
2015 03 26  0816   57107  29760     8.66e+01    2.28e+01    1.37e+01    9.05e+01
2015 03 26  0817   57107  29820     8.55e+01    2.26e+01    1.38e+01    8.95e+01
2015 03 26  0818   57107  29880     8.53e+01    2.27e+01    1.37e+01    8.93e+01
2015 03 26  0819   57107  29940     8.50e+01    2.26e+01    1.37e+01    8.90e+01
2015 03 26  0820   57107  30000     8.52e+01    2.26e+01    1.38e+01    8.92e+01
2015 03 26  0821   57107  30060     8.55e+01    2.23e+01    1.37e+01    8.94e+01
2015 03 26  0822   57107  30120     8.52e+01    2.28e+01    1.38e+01    8.93e+01
2015 03 26  0823   57107  30180     8.57e+01    2.26e+01    1.39e+01    8.97e+01
2015 03 26  0824   57107  30240     8.62e+01    2.24e+01    1.38e+01    9.01e+01
2015 03 26  0825   57107  30300     8.58e+01    2.24e+01    1.38e+01    8.98e+01
2015 03 26  0826   57107  30360     8.62e+01    2.25e+01    1.39e+01    9.01e+01
2015 03 26  0827   57107  30420     8.68e+01    2.25e+01    1.38e+01    9.07e+01
2015 03 26  0828   57107  30480     8.66e+01    2.25e+01    1.38e+01    9.06e+01
2015 03 26  0829   57107  30540     8.64e+01    2.27e+01    1.38e+01    9.04e+01
2015 03 26  0830   57107  30600     8.63e+01    2.28e+01    1.36e+01    9.03e+01
2015 03 26  0831   57107  30660     8.61e+01    2.31e+01    1.35e+01    9.02e+01
2015 03 26  0832   57107  30720     8.53e+01    2.30e+01    1.36e+01    8.94e+01
2015 03 26  0833   57107  30780     8.49e+01    2.33e+01    1.39e+01    8.91e+01
2015 03 26  0834   57107  30840     8.59e+01    2.35e+01    1.37e+01    9.01e+01
2015 03 26  0835   57107  30900     8.58e+01    2.36e+01    1.38e+01    9.00e+01
2015 03 26  0836   57107  30960     8.58e+01    2.38e+01    1.37e+01    9.01e+01
2015 03 26  0837   57107  31020     8.59e+01    2.37e+01    1.37e+01    9.02e+01
2015 03 26  0838   57107  31080     8.61e+01    2.36e+01    1.38e+01    9.04e+01
2015 03 26  0839   57107  31140     8.60e+01    2.38e+01    1.37e+01    9.02e+01
2015 03 26  0840   57107  31200     8.56e+01    2.39e+01    1.37e+01    8.99e+01
2015 03 26  0841   57107  31260     8.61e+01    2.39e+01    1.37e+01    9.04e+01
2015 03 26  0842   57107  31320     8.60e+01    2.38e+01    1.38e+01    9.03e+01
2015 03 26  0843   57107  31380     8.58e+01    2.39e+01    1.38e+01    9.01e+01
2015 03 26  0844   57107  31440     8.55e+01    2.36e+01    1.35e+01    8.98e+01
2015 03 26  0845   57107  31500     8.49e+01    2.38e+01    1.35e+01    8.92e+01
2015 03 26  0846   57107  31560     8.53e+01    2.40e+01    1.37e+01    8.96e+01
2015 03 26  0847   57107  31620     8.57e+01    2.40e+01    1.36e+01    9.00e+01
2015 03 26  0848   57107  31680     8.58e+01    2.39e+01    1.36e+01    9.01e+01
2015 03 26  0849   57107  31740     8.57e+01    2.40e+01    1.35e+01    9.00e+01
2015 03 26  0850   57107  31800     8.56e+01    2.40e+01    1.34e+01    8.99e+01
2015 03 26  0851   57107  31860     8.54e+01    2.39e+01    1.36e+01    8.97e+01
2015 03 26  0852   57107  31920     8.52e+01    2.40e+01    1.35e+01    8.96e+01
2015 03 26  0853   57107  31980     8.53e+01    2.41e+01    1.37e+01    8.97e+01
2015 03 26  0854   57107  32040     8.54e+01    2.41e+01    1.37e+01    8.98e+01
2015 03 26  0855   57107  32100     8.54e+01    2.39e+01    1.37e+01    8.97e+01
2015 03 26  0856   57107  32160     8.51e+01    2.40e+01    1.37e+01    8.95e+01
2015 03 26  0857   57107  32220     8.53e+01    2.40e+01    1.38e+01    8.96e+01
2015 03 26  0858   57107  32280     8.58e+01    2.39e+01    1.37e+01    9.01e+01
2015 03 26  0859   57107  32340     8.56e+01    2.40e+01    1.37e+01    8.99e+01
2015 03 26  0900   57107  32400     8.57e+01    2.39e+01    1.37e+01    9.00e+01
